thai,romanization,english,breakdown,difficulty
คนขับรถรู้สึกเวียนหัวเพราะถนนโค้งมาก,khon-khàp-rót rúu-sùek wian-hǔa phró thà-nǒn khóeng mâak,The driver felt dizzy because the road was so winding.,"[{""thai"":""คนขับรถ"",""english"":""driver"",""romanization"":""khon-khàp-rót""},{""thai"":""รู้สึก"",""english"":""felt"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""เวียนหัว"",""english"":""dizzy"",""romanization"":""wian-hǔa""},{""thai"":""เพราะ"",""english"":""because"",""tones"":[""high""],""tone"":""high"",""romanization"":""phró""},{""thai"":""ถนน"",""english"":""road"",""tones"":[""low"",""rising""],""romanization"":""thà-nǒn""},{""thai"":""โค้งมาก"",""english"":""very winding"",""tones"":[""high"",""falling""],""romanization"":""khóeng mâak""}]",easy
ฉันรู้สึกเขินเมื่อลืมชื่อเธอ,chǎn rúu-sùek khǒen mûea lûuem chûue thooe,I felt embarrassed when I forgot her name.,"[{""thai"":""ฉัน"",""english"":""I"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""chǎn""},{""thai"":""รู้สึก"",""english"":""felt"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""เขิน"",""english"":""embarrassed"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""khǒen""},{""thai"":""เมื่อ"",""english"":""when"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""mûea""},{""thai"":""ลืม"",""english"":""forgot"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""lûuem""},{""thai"":""ชื่อ"",""english"":""name"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""chûue""},{""thai"":""เธอ"",""english"":""her"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""thooe""}]",easy
แขกของเรารู้สึกหนาวตอนแอร์เสีย,khàek khǎawng rao rúu-sùek nǎao dtɔn ae sǐia,Our guests felt chilly when the air-con broke.,"[{""thai"":""แขก"",""english"":""guests"",""tones"":[""low""],""tone"":""low"",""romanization"":""khàek""},{""thai"":""ของเรา"",""english"":""of us"",""romanization"":""khǎawng rao""},{""thai"":""รู้สึก"",""english"":""felt"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""หนาว"",""english"":""cold"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""nǎao""},{""thai"":""ตอน"",""english"":""when"",""romanization"":""dtɔn""},{""thai"":""แอร์เสีย"",""english"":""air-con broken"",""romanization"":""ae sǐia""}]",easy
ผู้จัดการรู้สึกกดดันทุกครั้งที่เน็ตช้า,phûu-jàt-gaan rúu-sùek gòt-dton thúk-khráng thîi net châa,The manager feels stressed whenever the network is slow.,"[{""thai"":""ผู้จัดการ"",""english"":""manager"",""romanization"":""phûu-jàt-gaan""},{""thai"":""รู้สึก"",""english"":""feels"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""กดดัน"",""english"":""stressed"",""romanization"":""gòt-dton""},{""thai"":""ทุกครั้งที่"",""english"":""whenever"",""tones"":[""high"",""high"",""falling""],""romanization"":""thúk-khráng thîi""},{""thai"":""เน็ต"",""english"":""network"",""tones"":[""high""],""tone"":""high"",""romanization"":""net""},{""thai"":""ช้า"",""english"":""slow"",""tones"":[""high""],""tone"":""high"",""romanization"":""châa""}]",easy
ลูกหมาตัวน้อยรู้สึกกลัวเวลาฟ้าร้อง,lûuk-mǎa dtua-nɔ́ɔi rúu-sùek klua wee-laa fáa-rɔ́ɔng,The puppy feels scared during thunderstorms.,"[{""thai"":""ลูกหมา"",""english"":""puppy"",""tones"":[""falling"",""rising""],""romanization"":""lûuk-mǎa""},{""thai"":""ตัวน้อย"",""english"":""little one"",""romanization"":""dtua-nɔ́ɔi""},{""thai"":""รู้สึก"",""english"":""feels"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""กลัว"",""english"":""scared"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""klua""},{""thai"":""เวลา"",""english"":""when"",""romanization"":""wee-laa""},{""thai"":""ฟ้าร้อง"",""english"":""thunder"",""tones"":[""high"",""high""],""romanization"":""fáa-rɔ́ɔng""}]",easy
ฉันรู้สึกสดชื่นหลังจากกินมะพร้าวนั้น,chǎn rúu-sùek sòt-chʉ̂n lǎng-jàak kin má-phrâao nán,I feel refreshed after drinking that coconut.,"[{""thai"":""ฉัน"",""english"":""I"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""chǎn""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""สดชื่น"",""english"":""refreshed"",""tones"":[""low"",""falling""],""romanization"":""sòt-chʉ̂n""},{""thai"":""หลังจาก"",""english"":""after"",""tones"":[""rising"",""low""],""romanization"":""lǎng-jàak""},{""thai"":""กิน"",""english"":""drink/eat"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""kin""},{""thai"":""มะพร้าวนั้น"",""english"":""that coconut"",""tones"":[""high"",""falling"",""high""],""romanization"":""má-phrâao nán""}]",easy
หมอรู้สึกมีความหวังเกี่ยวกับวัคซีนตัวใหม่,mɔ̌ɔ rúu-sùek mii khwaam-wǎng kîao-kàp wák-siin dtua-mài,Doctors feel hopeful about the new vaccine.,"[{""thai"":""หมอ"",""english"":""doctors"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""mɔ̌ɔ""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""มีความหวัง"",""english"":""hopeful"",""romanization"":""mii khwaam-wǎng""},{""thai"":""เกี่ยวกับ"",""english"":""about"",""tones"":[""falling"",""low""],""romanization"":""kîao-kàp""},{""thai"":""วัคซีน"",""english"":""vaccine"",""romanization"":""wák-siin""},{""thai"":""ตัวใหม่"",""english"":""new one"",""romanization"":""dtua-mài""}]",easy
นักท่องเที่ยวรู้สึกผิดหวังที่วัดปิด,nák-thɔ̂ŋ-thîao rúu-sùek phìt-wǎng thîi wát bpìt,The tourists felt disappointed that the temple was closed.,"[{""thai"":""นักท่องเที่ยว"",""english"":""tourists"",""tones"":[""high"",""falling"",""falling""],""romanization"":""nák-thɔ̂ŋ-thîao""},{""thai"":""รู้สึก"",""english"":""felt"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""ผิดหวัง"",""english"":""disappointed"",""tones"":[""low"",""rising""],""romanization"":""phìt-wǎng""},{""thai"":""ที่วัดปิด"",""english"":""that the temple was closed"",""tones"":[""falling"",""high"",""low""],""romanization"":""thîi wát bpìt""}]",easy
เธอรู้สึกมั่นใจเมื่อพูดภาษาไทยตอนนี้,thooe rúu-sùek mân-jai mûea phûut phaa-sǎa thai dtɔn-níi,She feels confident speaking Thai now.,"[{""thai"":""เธอ"",""english"":""she"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""thooe""},{""thai"":""รู้สึก"",""english"":""feels"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""มั่นใจ"",""english"":""confident"",""romanization"":""mân-jai""},{""thai"":""เมื่อพูดภาษาไทย"",""english"":""when speaking Thai"",""romanization"":""mûea phûut phaa-sǎa thai""},{""thai"":""ตอนนี้"",""english"":""now"",""romanization"":""dtɔn-níi""}]",easy
ฝูงชนรู้สึกง่วงตอนฟังสุนทรพจน์ยาว,fûung-chon rúu-sùek ngûang dtɔn fang sǔn-thɔɔ-phót jaao,The crowd felt sleepy during the long speech.,"[{""thai"":""ฝูงชน"",""english"":""crowd"",""romanization"":""fûung-chon""},{""thai"":""รู้สึก"",""english"":""felt"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""ง่วง"",""english"":""sleepy"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""ngûang""},{""thai"":""ตอนฟัง"",""english"":""while listening"",""romanization"":""dtɔn fang""},{""thai"":""สุนทรพจน์"",""english"":""speech"",""romanization"":""sǔn-thɔɔ-phót""},{""thai"":""ยาว"",""english"":""long"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""jaao""}]",easy
เขารู้สึกผิดที่ตะโกนใส่แม่,khǎo rúu-sùek phìt thîi dtà-goon sài mâe,He feels guilty for shouting at his mom.,"[{""thai"":""เขา"",""english"":""he"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""khǎo""},{""thai"":""รู้สึก"",""english"":""feels"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""ผิด"",""english"":""guilty"",""tones"":[""low""],""tone"":""low"",""romanization"":""phìt""},{""thai"":""ที่ตะโกนใส่แม่"",""english"":""for shouting at his mom"",""romanization"":""thîi dtà-goon sài mâe""}]",easy
ผู้โดยสารรู้สึกโล่งอกเมื่อเครื่องบินกระเพื่อมหยุด,phûu-doy-săan rúu-sùek lôwk-òk mêa khrʉ̂ang-bin grà-phʉem yùt,The passengers feel relieved after the turbulence stops.,"[{""thai"":""ผู้โดยสาร"",""english"":""passengers"",""romanization"":""phûu-doy-săan""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""โล่งอก"",""english"":""relieved"",""tones"":[""falling"",""low""],""romanization"":""lôwk-òk""},{""thai"":""เมื่อ"",""english"":""when"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""mêa""},{""thai"":""เครื่องบินกระเพื่อม"",""english"":""the plane shakes"",""romanization"":""khrʉ̂ang-bin grà-phʉem""},{""thai"":""หยุด"",""english"":""stops"",""tones"":[""low""],""tone"":""low"",""romanization"":""yùt""}]",easy
พวกเรารู้สึกตื่นขึ้นหลังพักนิดหน่อย,phûak-rao rúu-sùek tùen-khûun lăng phák nít-nòi,We feel more awake after the short break.,"[{""thai"":""พวกเรา"",""english"":""we"",""romanization"":""phûak-rao""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""ตื่น"",""english"":""awake"",""tones"":[""low""],""tone"":""low"",""romanization"":""tùen""},{""thai"":""ขึ้น"",""english"":""more"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""khûun""},{""thai"":""หลัง"",""english"":""after"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""lăng""},{""thai"":""พัก"",""english"":""break"",""tones"":[""high""],""tone"":""high"",""romanization"":""phák""},{""thai"":""นิดหน่อย"",""english"":""a little"",""tones"":[""high"",""low""],""romanization"":""nít-nòi""}]",easy
หมารู้สึกกลัวเวลาดอกไม้ไฟ,mǎa rúu-sùek glua wee-laa dòk-máai-fai,The dog feels scared during the fireworks.,"[{""thai"":""หมา"",""english"":""dog"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""mǎa""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""กลัว"",""english"":""scared"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""glua""},{""thai"":""เวลา"",""english"":""when"",""romanization"":""wee-laa""},{""thai"":""ดอกไม้ไฟ"",""english"":""fireworks"",""romanization"":""dòk-máai-fai""}]",easy
เขารู้สึกเขินเวลาพูดต่อกล้อง,khăo rúu-sùek khǒen wee-laa phûut tàw glâawng,He feels awkward speaking on camera.,"[{""thai"":""เขา"",""english"":""he"",""romanization"":""khăo""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""เขิน"",""english"":""awkward / shy"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""khǒen""},{""thai"":""เวลา"",""english"":""when"",""romanization"":""wee-laa""},{""thai"":""พูด"",""english"":""speak"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""phûut""},{""thai"":""ต่อกล้อง"",""english"":""on camera"",""tones"":[""low"",""falling""],""romanization"":""tàw glâawng""}]",easy
ทีมรู้สึกมั่นใจหลังชนะสองเกม,thiim rúu-sùek mân-jai lăng chá-ná sǎawng geem,The team feels confident after winning two matches.,"[{""thai"":""ทีม"",""english"":""team"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""thiim""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""มั่นใจ"",""english"":""confident"",""romanization"":""mân-jai""},{""thai"":""หลัง"",""english"":""after"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""lăng""},{""thai"":""ชนะ"",""english"":""win"",""tones"":[""high"",""high""],""romanization"":""chá-ná""},{""thai"":""สอง"",""english"":""two"",""tones"":[""rising""],""tone"":""rising"",""romanization"":""sǎawng""},{""thai"":""เกม"",""english"":""matches"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""geem""}]",easy
คุณจะรู้สึกสดชื่นถ้าล้างหน้าด้วยน้ำเย็น,khun jà rúu-sùek sòt-chʉ̂n thâa láang-nâa dûay nám-yen,You'll feel refreshed if you splash cold water on your face.,"[{""thai"":""คุณ"",""english"":""you"",""tones"":[""mid""],""tone"":""mid"",""romanization"":""khun""},{""thai"":""จะ"",""english"":""will"",""tones"":[""low""],""tone"":""low"",""romanization"":""jà""},{""thai"":""รู้สึก"",""english"":""feel"",""tones"":[""high"",""low""],""grammar"":true,""romanization"":""rúu-sùek""},{""thai"":""สดชื่น"",""english"":""refreshed"",""tones"":[""low"",""falling""],""romanization"":""sòt-chʉ̂n""},{""thai"":""ถ้า"",""english"":""if"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""thâa""},{""thai"":""ล้างหน้า"",""english"":""wash face"",""tones"":[""high"",""falling""],""romanization"":""láang-nâa""},{""thai"":""ด้วย"",""english"":""with"",""tones"":[""falling""],""tone"":""falling"",""romanization"":""dûay""},{""thai"":""น้ำเย็น"",""english"":""cold water"",""romanization"":""nám-yen""}]",easy
